"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Shilov N.V.; Shilova S.O.; Bernshtein A.Y.","Shilov, N.V. (57211877255); Shilova, S.O. (57190340999); Bernshtein, A. Yu. (56426904300)","57211877255; 57190340999; 56426904300","Program schemata technique for propositional program logics: A 30-year history","2016","Programming and Computer Software","42","4","","239","256","1","10.1134/S036176881604006X","https://www.scopus.com/pages/publications/84979295803?origin=resultslist","Article","Final","","Scopus","2-s2.0-84979295803"
