"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Liu Q.; Wu J.; Zhou Z.; Wang W.","Liu, Qinxue (57211997113); Wu, Jiayin (57219129774); Zhou, Zongkui (35294601700); Wang, Weijun (35767043800)","57211997113; 57219129774; 35294601700; 35767043800","Smartphone use can modify the body schema: An ERP study based on hand mental rotation task","2022","Computers in Human Behavior","128","","107134","","","7","10.1016/j.chb.2021.107134","https://www.scopus.com/pages/publications/85120612062?origin=resultslist","Article","Final","","Scopus","2-s2.0-85120612062"
