"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Zhang Y.; Lo S.L.; Myint P.Y.W.","Zhang, Yuhao (57762401200); Lo, Siaw Ling (56479867100); Myint, Phyo Yi Win (57761929700)","57762401200; 56479867100; 57761929700","Empowering crisis information extraction through actionability event schemata and domain-adaptive pre-training","2025","Information and Management","62","1","104065","","","2","10.1016/j.im.2024.104065","https://www.scopus.com/pages/publications/85209632306?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85209632306"
